time,H1,AVG_H1
2026-09-24 09:19:04,55,55
2026-09-24 09:26:38,69,62
2026-09-24 09:36:23,58,61
2026-09-24 09:52:16,10,48
2026-09-24 10:05:07,29,44
2026-09-24 10:17:24,23,41
2026-09-24 10:27:14,14,37
2026-09-24 10:39:29,91,44
2026-09-24 10:53:21,50,44
2026-09-24 11:05:23,41,44
2026-09-24 11:16:54,32,43
2026-09-24 11:26:27,19,41
2026-09-24 11:41:19,29,40
2026-09-24 12:01:51,24,39
2026-09-24 12:19:53,19,38
2026-09-24 12:30:39,12,36
